"['Peggy Sue', 'middle-aged Peggy Sue', 'Peggy Sue Got', 'high-school sweetheart Charlie', '25th high school', 'Francis Ford Coppola']","""Time Travel""",,,,,,,
"['universe forbid Carolinus', 'animated fantasy film', 'evil wizard Ommadon', 'separate magical realm']","""Time Travel"""," ""Heroic Mission"""," ""Fish Out of Water""",,,,,
"['high-profile porn star', 'muscle-for-hire Jackson Healy', 'private eye Holland', 'teenage daughter Holly', 'action buddy comedy', 'Ryan Gosling', 'porn industry', 'Russell Crowe', 'Matt Bomer', 'bigger conspiracy', 'Kim Basinger', 'missing woman', 'Margaret Qualley', 'Los Angeles']","""Conspiracies"""," ""Murder Investigations"""," ""Prostitutes"""," ""Suicide"""," ""Unlikely Heroes""",,,
"['cynical reporter Darius', 'self-proclaimed time traveler', 'Aubrey Plaza', 'Kenneth', 'time-travel partner', 'personal ad', 'quirky comedy', 'questionable sanity', 'magazine reporters', 'Jay Duplass', 'lonely soul']","""Members of the Press"""," ""Obsessive Quests"""," ""Time Travel""",,,,,
"['Bronx Jew CC', 'Francisco WASP Hillary', '30-year oil-and-water friendship', 'Iris Rainer Dart', 'off-Broadway producer John', 'Mayim Bialik', 'staid upbringing', 'Bette Midler', 'Marcie Leeds', 'Barbara Hershey', 'respective spouses', 'patched-up friendship', 'Manhattan roommates', 'Atlantic City', 'ladies room', 'new husband']","""Death of a Friend"""," ""Dying Young"""," ""Faltering Friendships"""," ""Love Triangles"""," ""Women's Friendship""",,,
"['James Franco dabbles', 'late matriarch Addie', 'famed stream-of-consciousness novel', 'newly widowed father', 'rural Mississippi family', 'Tim Blake Nelson', 'ambitious adaptation', 'William Faulkner', 'arduous journey', 'experimental filmmaking', 'multiple perspectives', 'Jim Parrack', 'siblings Jewel']","""Death of a Friend""",,,,,,,
"['Scottish ex-con Stevie', 'director Ken Loach', 'real-life construction worker', 'surprisingly comic tale', 'endures unsafe conditions', 'North London building', 'spacey hopeful singer', 'habitual drug user', 'Robert Carlyle', 'Emer McCourt', 'class laborers', 'acclaimed cinema', 'non-union crew', 'outspoken worker', 'luxury condos']","""Down on Their Luck"""," ""Labor Unions""",,,,,,
"['cattle rancher Baxter', 'impetuous Mexican teenager', 'Western Open Range', 'Charley Waite', 'Boss Spearman', 'rugged old-timer', 'Kevin Costner', 'Robert Duvall', 'Michael Gambon', 'free grazers', 'extended gunfight']","""Ranchers""",,,,,,,
"['henchman Bruce Cabot', 'bottomless bounty', 'Zane Grey', 'Griff Barnett', 'Hollywood westerns', 'land baron', 'Randolph Scott', 'Dorothy Hart', 'fair means']","""Lone Wolves"""," ""Righting the Wronged"""," ""Ranchers""",,,,,
"['Secret Service', 'Secret Service agent', 'Garrison', 'Pete Garrison', 'veteran Secret Service', 'fellow Secret Service', 'David Breckinridge']","""Assassination Plots"""," ""Clearing One's Name"""," ""Conspiracies"""," ""Traitorous Spies/Double Agents""",,,,
"['successful Beau Geste', 'silent romantic adventure', 'lovely American journalist', 'Beau Sabreur', 'hero duels', 'Sahara desert', 'Christopher Wren', 'peace treaty', 'features members', 'original cast']","""Foreign Legion""",,,,,,,
"['Lou Costello play', 'traitorous Legion commandant', 'Lou inadvertently purchase', 'Wee Willie Davis', 'Foreign Legion', 'hoariest vaudeville punchlines', 'girl Patricia Medina', 'Bud Abbott', 'equal inadvertence join', 'shiek Douglas Dumbrille', 'wrestling promoters', 'skips town', 'Walter Slezak', 'inept fashion', 'star attraction', 'desert uprising']","""Foreign Legion"""," ""Unlikely Heroes""",,,,,,
"['Jory escapes prosecution', 'French Foreign Legion', 'episodic adventure yarn', 'relentless prosecuting attorney', 'Victor Jory', 'Bela Lugosi', 'Legion doctor', 'deadly illness', 'Loretta Young', 'surprise appearance', 'courtroom scenes', 'murder charge', 'old fort']","""Clearing One's Name"""," ""Foreign Legion""",,,,,,
"['venerable Hollywood epics', 'William Sherman Foster', 'French Foreign Legion', 'Max von Sydow', 'Gene Hackman stars', 'bloodthirsty Arab leader', 'on-the-lam cat burglar', 'World War I.', 'Dick Richards', 'alluring beauty', 'Catherine Deneuve', 'Simone Picard', 'Paul Sherman', ""Jack O'Halloran"", 'archeological expedition', 'adventure-seeking aristocrat', 'Francois Marneau', 'motley band', 'Ian Holm', 'Russian monarchy', 'Terence Hill', 'West Point', 'Marco Segrain', 'Fred Hastings', 'El Krim', 'Morocco', 'Legionnaires', 'foreigners', 'parodies', 'troops']","""Foreign Legion""",,,,,,,
"['Dick Powell', 'agent Whit Corbett', 'leading-lady Marta Toren', 'urban private eye', 'sultry nightclub numbers', 'Mark Van Ratten', 'erudite art collector', 'war criminal Carl', 'despicable supporting role', 'Foreign Legion', 'French Indo-China', 'Stephen McNally', 'native uprising', 'Vincent Price']","""Foreign Legion""",,,,,,,
"['friend Stan Laurel', 'Ollie', 'sweet love song', 'knife-wielding Arab chases', 'Charles Middleton', 'Foreign Legion', 'Arab leader', 'Hardy film Double', 'usual inept way', 'Foreign Legion film', ""Abdul Kasim K'Horne"", 'director James Horne', 'Oliver Hardy', 'Beau Gest', 'new recruits', 'Dear John', 'young lady', 'Fort Arid', 'Flying Deuces', 'bare feet', 'storage room', 'Roach Studios', 'Jean Harlow', 'Arabs']","""Foreign Legion""",,,,,,,
"['peasant Charles Saganne', 'Colonel Dubreuilh', 'great military leader', 'brilliant military maneuvers', 'emotionally compelling vignettes', 'peaceful village idyll', 'Philippe Noiret', 'three-hour epic', 'tragic hiatus', 'Arab dissidents', 'ragtag band', 'ordinary officer', 'innate ability', 'G\xc3\xa9rard Depardieu', 'garrison town', 'newfound recognition', 'society maven', 'North Africa', 'past accomplishments', 'colonialist cause', 'French Legion', 'subsidiary characters']","""Colonialism"""," ""Foreign Legion"""," ""Military Life""",,,,,
"['Ollie', 'Stan', 'beloved Georgette-until Stan', 'airport-where Ollie', 'Stan Laurel', 'Hal Roach studios', 'quaint suburban inn', 'commanding officer Francois', 'French Foreign Legion', 'Hardy Foreign Legion', 'farce Beau Hunks', 'non-Hal Roach vehicles', 'Harpo Marx territory', 'Flying Deuces', 'daughter Georgette', 'Oliver Hardy', 'fish peddlers', 'drastic action']","""Foreign Legion""",,,,,,,
"['American civilian hostages', 'French Foreign Legion', 'Kantangese rebel forces', 'small mining town', 'various ordeals']","""Hostage Situations"""," ""Daring Rescues"""," ""Foreign Legion""",,,,,
"['La Bandera', 'Robert Le Vigan', 'Foreign Legion yarn', 'spectacular battle scenes', 'beautiful Bedouin girl', 'best screen billing']","""Foreign Legion"""," ""Love Triangles""",,,,,,
"['Marlene Dietrich', 'entertainer Marlene Dietrich', 'Marlene Dietrich vehicles', 'wealthy Adolphe Menjou', 'Dietrich toys', 'now-famous final image', 'American film debut', 'Josef von Sternberg', 'Gary Cooper', 'callow Cooper', 'cabaret finery', 'smoky cabaret']","""Foreign Legion""",,,,,,,
"['Jean-Claude Van Damme', 'notorious Mob kingpin', 'carefree French playboy', 'psychotic senior officer', 'French Foreign Legion', 'bloodthirsty guerillas', 'globe-trotting adventure', 'time-tested manner', 'Action hero', 'North Africa']","""Foreign Legion"""," ""Mercenaries""",,,,,,
"['Noah Beery Sr.', 'Geste Brothers', 'Ronald Colman', 'Beau Geste', 'foreign legion', 'French Foreign Legion', 'cruel Sgt. Lejaune', 'valiant Gestes fight', 'Legion compound', 'Christopher Wren', 'aunt resorts', 'tyrannical leadership', 'selfless courage', 'ethical dilemma', 'title role', 'Ralph Forbes', 'valuable jewelry', 'brothers John', 'lip readers', 'Neil Hamilton', 'finest work', 'Arab forces', 'non-subtitled dialogue']","""Foreign Legion"""," ""Miscarriage of Justice"""," ""Sibling Relationships""",,,,,
"['Beau Geste', 'popular television stars', 'Foreign Legion epics', 'French Foreign Legion', 'sadistic Sgt. Major', 'Geste brothers', 'Christopher Wren', 'Telly Savalas', 'budget-minded adaptation', 'Guy Stockwell', 'Doug McClure', 'Marty Feldman', 'Arab troops', 'brother John']","""Foreign Legion""",,,,,,,
"['novel Beau Geste', 'suddenly enervated Beau', 'aunt Beau', 'grown Beau', 'Geste brothers', 'Geste home', 'Digby Geste', 'John Geste', 'Legion Sgt. Markov', 'greedy Markov searches', 'dead Foreign Legionnaires', 'virtual scene-for-scene remake', 'swear eternal loyalty', 'valuable family jewel', 'faithful brothers John', 'J. Carroll Naish', 'nominal leading lady', 'beloved aunt', 'American Film Institute', 'tearful aunt', 'now-famous scenes', 'desert fort', 'P.C. Wren', 'slimy thief']","""Foreign Legion"""," ""Heroic Mission"""," ""Sibling Relationships""",,,,,
"['C. Henry Gordon', 'pre-Dracula Bela Lugosi', 'Noah Beery', 'action-adventure opus', 'godless villains', 'Myrna Loy', 'Warner Baxter', 'sand dunes', 'seductive exterior', 'George Cooper', 'desert patrol', 'dangerous women', 'great surprise', 'join forces', 'bad guys']","""Foreign Legion"""," ""Redemption""",,,,,,
"['lusty Geste stepmother', 'Beau Geste', 'Marty Feldman co-starring', 'French Foreign Legion', 'invaluable family heirloom', 'classic adventure story', 'collaborator Mel Brooks', 'brothers Beau', 'vicious commander', 'slapstick comedy', 'sadistic commander', 'mysterious disappearance', 'William Wellman', 'broad parody', 'young man', 'potential mutiny', 'Peter Ustinov', 'original tale']","""Foreign Legion""",,,,,,,
"['Beau Geste', 'chum John Geste', 'Geste family', 'Beau Ideal', 'star Ralph Forbes', 'Foreign Legionnaire Otis']","""Foreign Legion""",,,,,,,
"['new recruit', 'Foreign Legion outpost', 'fit young men', 'Denis Lavant', 'Commanding Officer', 'Herman Melville', 'Beau Travail', 'selfless nature', 'military man', 'military drama', 'delicate balance', 'Michel Subor', 'close relationship', 'Billy Budd', 'good humor', 'disco dancing', 'new favorite', 'Galoup']","""Military Life"""," ""Foreign Legion""",,,,,,
"['Ralph Forbes', 'Foreign legion officer', 'younger brother Don', 'I. E. Chadwick', 'Missing Men steals', 'sexy cabaret singer', 'Beau Geste', 'Halla Linda']","""Sibling Relationships"""," ""Foreign Legion"""," ""Love Triangles""",,,,,
"['cruel commander', 'foreign legionnaires', 'loyal soldiers', 'burning sands', 'desert adventure', 'lonely outpost', 'Arab raiders', 'ring leader']","""Foreign Legion"""," ""Redemption""",,,,,,
"['Papua New Guinea', 'major surfing competitions', 'aspiring surfing champions', 'Tribeca Film Festival', 'body surfing', 'board surfing', 'documentary Splinters', 'subsistence farming', 'dominant trade', 'Adam Pesce', 'beautiful coastline', 'male-dominated sport', 'fierce rivals', 'professional surfers', 'long time', 'Australian pilot']","""Surfing""",,,,,,,
"['contemporary Hawaiian culture', 'AFI Film Festival', 'Hawaii Film Festival', 'class Hawaiians', 'people tourists', 'Daryl Bonilla', 'day-to-day lives', 'Lorenzo Callender', 'Roy Newton', 'ususual story', 'idyllic surroundings', 'Priscilla Basque', 'welcome whites', 'Hawaiian girl', 'Ronnie Boy', 'local kids', 'independent films', 'big island', 'Los Angeles']","""Fish Out of Water"""," ""Surfing""",,,,,,
"['Z-Boy Stacy Peralta', 'Z-Boys', 'Zephyr Skate Team', 'local skate events', 'Tony Alva', 'Zephyr Productions Surf', 'skate enthusiasts Ian', 'lucrative endorsement contracts', 'world-class wave riders', 'owner Jeff Ho', 'opposite Leif Garrett', 'extreme sports movement', 'Z-Boy skaters', 'Hard-core surfers', 'teenaged skateboarders', 'local surfers', 'public preconceptions', 'custom skateboards', 'committed fans']","""Underdogs"""," ""Surfing""",,,,,,
"['ordinary surfing locales', 'secular surfing school', 'documentarian Dana Brown', 'Nodance Film Festival', 'west coast']","""Surfing""",,,,,,,
"['Dr. Paskowitz', 'sandy-haired good looks', 'Dorian Paskowitz', 'low-rent medical jobs', 'filmmaker Doug Pray', 'raw eccentricity', 'enviable course', 'American families', 'inveterate disappointment', 'low-budget trailers', 'broken marriages', 'conventional existence', 'heartbreaking story', 'unbearable diet', 'incisive interviews', 'medical career', 'free spirits', 'noisy sex', 'open road', 'severe disciplinarian', 'monetary know-how', 'financial security', 'day-to-day world', 'gruel-like substance', 'archival footage', 'documentary Surfwise', 'social skills', 'family members', 'young adults']","""Bohemian Life"""," ""Dysfunctional Families"""," ""Surfing""",,,,,
"['surfing film Billabong', 'champion Layne Beachley', 'toughest waves', 'Brad Gerlach', 'Barney Barron', 'Rush Randle', 'Philip Boston', 'Ken Bradshaw', 'best beaches', 'Flea Virostko', 'Mike Parsons', 'West Coast', 'coast line']","""Surfing""",,,,,,,
"['Endless Summer', 'elusive perfect wave', 'great surf-rock score', 'cinematic look', 'late 1950s', 'mass audience', 'nationwide release', 'Brown muses', 'Bruce Brown']","""Surfing""",,,,,,,
"['writer/director Sunny Abberton', 'Sydney surfer gang', 'star Russell Crowe', 'violent turf wars', 'Sydney beach culture', 'drunken rumbles', 'millennial changeover']","""Street Gangs"""," ""Surfing""",,,,,,
"['world-class California surfers', 'acrobatic surfing', ""Patrick O'Connell"", 'Bruce Brown', 'Costa Rica', 'perfect wave', 'board expert', 'South Africa', 'documentary']","""Surfing""",,,,,,,
"['coastal town launch', 'Robyn Malcolm co-star', 'unique business approach', 'Myles Pollard', 'actual events', 'Xavier Samuel', 'surf business', 'handmade wetsuits', 'Australian brothers', 'perfect wave', 'innovative surfboards', 'Sam Worthington', 'dependable products', 'career prospects', 'loyal following', 'conservative community', 'dangerous group']","""Going Straight"""," ""Sibling Relationships"""," ""Surfing""",,,,,
"['five-year-old son Cody', 'oceanfront working-class community', 'homosexual writer Shaun', 'Zach', 'lesbian-oriented cable television', 'brief theatrical release', 'sister Jeannie', 'dysfunctional family', 'buddy Gabe', 'Jackson Wurth', 'early twenties', 'dysfunctional relationship', 'romantic drama', 'San Pedro', 'Trevor Wright', 'Tina Holmes', 'emotional anchor', 'young man', 'Brad Rowe', 'spare time', 'Ross Thomas', 'broadcast premiere', 'love affair']","""Journey of Self-Discovery"""," ""Surfing""",,,,,,
"['Anne Marie', 'Kate Bosworth', 'Michelle Rodriguez', 'Masters surfing competition', 'younger sister Penny', 'fellow surf enthusiasts', 'famous Maui Pipeline', 'Sanoe Lake', 'pro football team']","""Class Differences"""," ""Down on Their Luck"""," ""Questioning Gender Roles"""," ""Sibling Relationships"""," ""Surfing"""," ""Underdogs""",,
"['terrifying shark attack', 'incredible true story', 'inspirational sports drama', 'fateful Halloween morning', 'numerous surfing competitions', '14-foot-long tiger shark', 'national surf competition', 'local youth group', 'incredible comeback', 'left arm', 'Bethany Hamilton', 'champion surfer', 'lifelong surfer', 'young Bethany', 'AnnaSophia Robb', 'Dennis Quaid', 'Carrie Underwood']","""Living With Disability"""," ""Surfing"""," ""When Animals Attack""",,,,,
"['director S.R. Bindler', 'Southern California waves', 'virtual-reality video games', 'new digital reality', 'soul-searching surfer', 'earthen surfer', 'Matthew McConaughey', 'Steve Addington', 'mellow outlook', 'existential crisis', 'suitable waves', 'keen sense', 'wave-twisting tale', 'good vibes', 'newfound muse', 'Woody Harrelson', 'Alexie Gilmore', 'herb-toking long-boarder', 'reality television', 'old friends', 'Willie Nelson', 'artificial amusements', 'expense accounts', 'Scott Glenn', 'little wisdom', 'guardian angel']","""Down on Their Luck"""," ""Existential Crisis"""," ""Surfing""",,,,,
"['Dennis Christopher', 'Midwestern nerdiness', 'hard time', 'Midwesterner', 'surfin', 'dose', 'beaches', 'California', 'life', 'people']","""Fish Out of Water"""," ""Surfing""",,,,,,
"['buddies William Katt', 'self-destructive beach bum', 'costar William Katt', 'piquant supporting appearance', 'Jan-Michael Vincent', 'Gary Busey', 'devil-may-care 1960s', 'Zen experience', 'real-life mother', 'Barbara Hale', 'Big Wednesday', 'pay-cable release']","""Faltering Friendships"""," ""Haunted By the Past"""," ""Redemption"""," ""Starting Over"""," ""Surfing""",,,
"['real-life extreme athletes', 'Undercover FBI agent', 'Teresa Palmer co-star', 'free rock climbing', 'Luke Bracey']","""Going Undercover"""," ""Dangerous Friends"""," ""Surfing""",,,,,
"['Sheri Moon Zombie', 'Jeff Daniel Phillips', 'Lawrence Hilton-Jacobs star', 'Rob Zombie', 'ravenous attackers', 'horror thriller', 'carnival workers', 'Malcolm McDowell', 'deadly game']","""Kidnapping"""," ""Trapped or Confined""",,,,,,
"['fragile plot peg', 'Katie Robbins', 'Shirley MacLaine', 'old coot', 'tickle-and-tease souffle', 'dead man', 'publishing business']","""Battle of the Sexes""",,,,,,,
"['apocalyptic fantasy Black', 'possibly incestuous siblings', 'star Joe Dallesandro', 'David Lynch film', 'Louis Malle', 'Cathryn Harrison', 'non sequiturs', 'lonesome road', 'bizarre characters', 'alternate world', 'naked children', 'strange set', 'old woman']","""Battle of the Sexes"""," ""Opposites Attract"""," ""Redemption"""," ""Small-Town Life"""," ""Time Travel"""," ""Fish Out of Water""",,
"['potentially dire repercussions', 'headstrong 10-year-old girl', 'feature directorial debut', 'Writer/director Haifaa al-Mansour', 'Koran reading competition', 'young friend Abdullah', 'young girl']","""Battle of the Sexes""",,,,,,,
"['editor Lana Jong', 'latest dating laments', 'relationship-challenged friend Michelle', 'prestige diamond account', 'boss Phillip Warren', 'Andie', 'Bebe Neuwirth', 'New Yorkers', 'fluffy advice', 'romantic comedy', 'Kathryn Hahn', 'Michael Michele', 'Matthew McConaughey', 'young journalist', 'Michele Alexander', 'Kate Hudson', 'Shalom Harlow', 'political stories', 'Ben', 'Jeannie Long', 'advertising man', 'Robert Klein', 'self-help book', 'fair sex', 'woman fall', 'mutual assignments', 'secret agenda']","""Battle of the Sexes"""," ""Date from Hell"""," ""Opposites Attract"""," ""Playing the Field"""," ""Schemes and Ruses""",,,
"['Pat', 'insufferable fiance Collier', 'unscrupulous sports promoter', 'college phys-ed instructor', 'champs Gussie Moran', 'ex-ballplayer Chuck Connors', 'Babe Didrickson Zaharias', 'Katharine Hepburn', 'Spencer Tracy', 'professional competition', 'crooked gamblers', 'tennis player', 'highway patrolman', 'Don Budge', 'George Cukor', 'William Ching', 'Garson Kanin', 'Betty Hicks', 'real-life golf', 'Beverly Hanson', 'favorite director', 'favorite scenarists', 'Alice Marble', 'Helen Dettweiler', 'acting debut', 'Frank Parker', 'permanent basis', 'Ruth Gordon']","""Battle of the Sexes"""," ""Love Triangles"""," ""Otherwise Engaged""",,,,,
"['Hildy Johnson', 'reporter Hildy Johnson', 'Walter Burns', 'Ralph Bellamy', 'Walter Burns role', 'Cary Grant', 'late-breaking news story', 'Hildy Johnson counterpart', 'instantaneous plot twists', 'anarchist Earl Williams', 'included Billy Wilder', 'impending marriage', 'impending execution', 'scintillating battle', 'Ben Hecht', 'Charles MacArthur', 'political chicanery', 'screen version', 'Rosalind Russell', 'blatant example', 'Williams escapes', 'Bruce Baldwin', 'prison pressroom', 'Jack Lemmon', 'Archie Leach', 'kaleidoscope action', 'Burt Reynolds', 'fastest comedy', 'Subsequent versions']","""Work Ethics"""," ""Battle of the Sexes"""," ""Members of the Press""",,,,,
"['friend Billy Regis', 'girlfriend Patti Rocks', 'John Jenkins', 'Chris Mulkey', 'feature Loose Ends', 'David Burton Morris']","""Battle of the Sexes""",,,,,,,
"['Disney feature-length cartoon', 'topsy-turvy alternate world', 'Cheshire Cat spouts', 'hectic croquet game', 'Alice weep', 'superior family entertainment', 'unified feature film', 'Wonderland', 'Lewis Carroll', 'haughty caterpillar', 'entertaining elements', 'White Rabbit', 'rapt attention', 'Mad Hatter', 'rabbit hole', 'whimsical Carroll', 'storytelling shortcomings', 'Merry Unbirthday', 'Red Queen', 'good thing', 'tactical error', 'production design']","""Fantasy Lands"""," ""Mischievous Children"""," ""Talking Animals""",,,,,
"['Tadanobu Asano co-star', 'powerful old foe', 'director Kenneth Branagh', 'Mighty Thor', 'Chris Hemsworth', 'Stellan Skarsg\xc3\xa5rd', 'Natalie Portman', 'destructive force', 'ancient conflict', 'comic-book adventure', 'Anthony Hopkins']","""Fantasy Lands"""," ""Fathers and Sons"""," ""Mythical Creatures""",,,,,
"['sickly child-like empress', 'charming fantasy film', 'strange earth boy', 'Wolfgang Petersen', 'imperious sort', 'Michael Ende', 'Gerald McRaney']","""Fantasy Lands"""," ""Heroic Mission""",,,,,,
"['Maurice Tourneur', 'director Ben Carre', 'important Life Lesson', 'genuine exterior scenes', 'splendiferous studio-designed sets', 'Maurice Maeterlinck', 'Tula Belle', 'mittel-European youngers', 'Robin MacDougall', 'quick stop-over']","""Fantasy Lands""",,,,,,,
"['newly revived monster', 'gigantic fire-breathing turtle', 'Soviet Union rise', 'actors Brian Donlevy', 'bomber crashes', 'Russian bomber', 'Eiji Funakoshi', 'sci-fi thriller', 'Japanese monsters', 'Dr. Hidaka', 'Gamera', 'fever pitch', 'hydrogen bombs', 'U.S. troops', 'unlikely friendship', 'blast releases', 'Albert Dekker', 'Arctoc region', 'prehistoric times', 'emminent scientist', 'young boy', 'Yoshiro Unchida', 'American release', 'additional scenes']","""Kaiju"""," ""Mutants""",,,,,,
"['miniscule Peanut Sisters', 'Kingukongu Tai Gojira', 'peculiar set decoration', 'interesting San Daikaiju', 'Godzilla film', 'Yumi Ito', 'Emi Ito', 'corporate intrigue', 'boring reporters', 'Ishiro Honda', 'irradiated island', 'giant eggs', 'Saidai No Kessen', 'sandy beach', 'moth goddess', 'destructive nature', 'eventual capture', 'giant net', 'adventure movie', 'toy tanks', 'best such sequences', 'space-oriented entries', 'fight scenes']","""Kaiju"""," ""Mutants""",,,,,,
"['massive cover-up ensues', 'power-plant manager Joe', 'Bros./Legendary Pictures production', 'young son Ford', 'Dr. Ichiro Serizawa', 'massive cocoon-like structure', 'monsters returns', 'Juliette Binoche', 'Gareth Edwards', 'wife Sandra', 'wife Elle', 'godlike leviathan', 'meltdown mode', 'Bryan Cranston', 'tectonic plates', 'seismic activity', 'conspiracy theorist', 'Vivienne Graham', 'bomb-disposal expert', 'terrifying winged-creature', 'U.S. military', 'containment door', 'Aaron Taylor-Johnson', 'Carson Bolde', 'Ken Watanabe', 'Elizabeth Olsen', 'Japanese government', 'Sally Hawkins', 'son Sam', 'failed efforts']","""Kaiju"""," ""Heroic Mission"""," ""Race Against Time"""," ""Fathers and Sons""",,,,
"['Gamera tai Uchu', 'Gamera proceeds', 'Gamera Vs', 'director Noriyaki Yuasa', 'monster destructive behavior', 'Outer-Space Monster Virus']","""Evil Aliens"""," ""Kaiju""",,,,,,
"['Director Hitoshi Matsumoto', 'long-standing family tradition', 'gargantuan leviathan intent', 'Tokyo power plant', 'slightly unkempt salaryman', 'superhuman crime fighter', 'Daisato', 'Japanese giant', 'senile grandfather', 'heroic heavyweights', 'surface Daisato', 'dirty looks', 'giant invaders', 'television documentary', 'professional obligations', 'frequent calls', 'Defense Department', 'vacation time', 'noble efforts', 'long line', 'public nuisance', 'property damage']","""Down on Their Luck"""," ""Kaiju""",,,,,,
"['mighty stone statue', 'watchful gaze', 'ancient statue', 'evil usurper', 'oppressed citizens', 'onetime paradise', 'small town', 'evil empire', 'corrupted oppressor']","""Kaiju"""," ""Righting the Wronged""",,,,,,
"['robotic beast Mechagodzilla', 'flesh-and-blood monsters', 'Toho Studios', 'monster opus', 'numerous rounds', 'enchanted ones', 'grave consequences']","""Kaiju""",,,,,,,
"['oddly touching lovers', 'crewman George Takei', 'various Japanese cities', 'giant pterodactyl', 'aka Godzilla', 'Toho Studios', 'destructive winds', 'Keye Luke', 'interesting special-effects', 'doomed miners', 'Eiji Tsuburaya', 'major addition', 'chilling opening', 'giant-monster series', 'active volcano', 'traditional destruction', 'thriller features', 'Ishiro Honda', 'best sequence', 'Rodan', 'color film']","""Kaiju"""," ""Mutants"""," ""When Animals Attack""",,,,,
"['giant female moth', 'giant larva', 'larva metamorphoses', 'Yumi Ito', 'Toho Studios', 'panic ensues', 'usual pandemonium', 'giant-monster stable', 'major addition', 'female beast', 'softer edge', 'tiny protectors', 'Ishiro Honda', 'twin sisters', 'island tribesmen']","""Kaiju""",,,,,,,
"['popular Toho monster', 'certain green lizard', 'well-placed lightning rod', 'Godzilla series', 'Godzilla pantheon', 'release Godzilla', 'Mothra Island', 'colorful installment', 'giant crustacean', 'unnamed country', 'Inoshiro Honda', 'volcanic island', 'cavern hideout', 'menacing elements', 'large group']","""Kaiju""",,,,,,,
"['Okinawan monster god', 'Million Dollar Man', 'Bionic Monster', 'Godzilla vs', 'mechanical doppelganger', 'extraterrestrial apes', 'Bionic Woman', 'overgrown-lizard hero', 'metallic twin']","""Evil Aliens"""," ""Kaiju"""," ""Mutants""",,,,,
"['Chueng Yiu Yeung', 'ambition young gangster', 'Dior Cheng Yee-kin', 'Hung Hing group', 'rival Tung Sing', 'Alex Man Chi-leung', 'Jordan Chan Siu-chun', 'higher level position', 'previous installment', 'Lui Yiu-yeung', 'Chiang Tin-sung', 'different character', 'crime syndicate', 'long-time friendship', 'underlings journey', 'big time', 'Dangerous']","""Rise To Power"""," ""Triad""",,,,,,
"['Macao cop Sam', 'Tong Leung Chiu-wai', 'Kong crime tale', 'gang war', 'headless corpse', 'underworld contract', 'Lau Ching-wan', 'dark flowers', 'nightclub owner']","""Going Undercover"""," ""Triad"""," ""Assumed Identities"""," ""Obsessive Quests"""," ""Criminal's Revenge"""," ""Rogue Cops""",,
"['botched drug deal', 'British sci-fi thriller', 'off-shore oil rig', 'newly arrived thieves', 'Hong Kong harbor', 'triad gangs', 'drug smugglers', 'veritable smorgasboard', 'genetic experiment', 'research lab']","""Mutants"""," ""Drug Trade"""," ""Triad""",,,,,
"['newly arrived Fukienese', 'long-entrenched Chinese gangsters', 'Nick Chen', 'Chinese-born immigrant', 'Danny Wallace', 'Chow Yun-Fat', 'primary peacekeepers', 'honest businessmen', 'gang war', 'certain concessions', 'Mark Wahlberg', 'Triads', 'real power', 'new recruit']","""Culture Clash"""," ""Rookie Cops"""," ""Triad""",,,,,
"['young girl', 'writer/director Boaz Yakin', 'boss Han Jaio', 'Russian gangsters', 'suicidal New Jersey', 'young Chinese math', 'underhanded business dealings', 'producer Lawrence Bender', 'corrupt NYPD captain', 'genuine numbers wizard', 'Luke', 'Luke Wright', 'Robert John Burke', 'corrupt cops', 'Han Jiao', 'cage fighter', 'Price Above Rubies', 'action thriller', 'extortion outings', 'fates collide', 'personal bookkeeper', 'Jason Statham', 'unusual proficiency', 'well-guarded secret', 'Catherine Chan', 'Russian mafia', 'James Hong']","""Child Prodigies"""," ""Death of a Partner"""," ""Out For Revenge"""," ""Police Corruption"""," ""Protecting the Innocent"""," ""Redemption""",,
"['inevitably action-packed buddy', 'surprise box-office smash', 'stars Jackie Chan', 'director Brett Ratner', 'illegal counterfeiting scam', 'detective James Carter', 'Chief Inspector Lee', 'powerful Triad gangsters', 'billionaire hotel owner', 'lavish Las Vegas', 'Royal Hong Kong', 'sexy secret-service agent', 'U.S. customs agents', 'Chris Tucker', 'dangerous femme', 'Roselyn Sanchez', 'American colleague', 'dangerous mystery', 'comedy follow-up', 'Ricky Tan', 'finale set', 'old enemy', 'John Lone', 'vacation time', 'Police', 'China', 'Los', 'Angeles']","""Americans Abroad"""," ""Fish Out of Water"""," ""Triad""",,,,,
"['Chief Inspector Lee', 'Detective James Carter', 'clandestine triad conspiracy', 'Chinese Ambassador Han', 'popular action comedy', 'Inspector Lee race', 'World Criminal Court', 'Chinese triads', 'Tzi Ma', 'Jackie Chan', 'explosive hotbed', 'Chris Tucker', 'Hiroyuki Sanada', 'criminal influence', 'Soo Yung', 'Los Angeles', 'No\xc3\xa9mie Lenoir', 'Zhang Jingchu', 'old friend', 'romance capitol', 'underground entertainer', 'French police', 'vital information', 'fu studio']","""Culture Clash"""," ""Rogue Cops"""," ""Triad"""," ""Unlikely Friendships""",,,,
