"['Danny', 'Danny Mehan', 'game Danny', 'Danny Dyer', 'Vinnie Jones', 'classic Burt Reynolds', 'appropriate British accent', 'devoted football supporter', 'Star Vinnie Jones', 'tough-but-stylish crime comedies', 'muscle-bound lunatic Monk', 'rough-and-tumble mixture']","""Soccer Players"""," ""Redemption"""," ""Underdogs"""," ""Fighting the System"""," ""All Washed Up""",,,
"['Bex', 'real-life Inter-City Firm', 'director Alan Clarke', 'real estate agent', 'new national firm', 'influential experimental film', 'Inter-City Crew', 'Gary Oldman', 'football hooliganism', 'violent revenge', 'feature film', 'Mike Leigh', 'true passion', 'West Ham', 'whichever firm', 'Dutch hooligans', 'Lesley Manville', 'football match', 'one-time wife', 'Philip Davis', 'dim view', 'European Cup', 'toddler son', 'robin series', 'Yeti', 'rivals', 'England', 'Germany', 'dissension', 'Scum']","""Soccer Players""",,,,,,,
"['libertine dancer Lulu', 'B\xc3\xbcchse der Pandora', 'beautiful Louise Brooks', 'filmmaker G.W. Pabst', 'surprisingly scathing reviews', 'writer Franz Wedekind', 'pretty Hollywood starlet']","""Femmes Fatales""",,,,,,,
"['writer-directors Jean-Pierre Dardenne', 'small-time thief attempts', 'bleak industrial landscape', 'Luc Dardenne', 'small Belgian town', 'J\xc3\xa9r\xc3\xa9mie Renier', 'father Bruno', 'newborn son', 'breaking point', 'social-problem drama', 'fledgling family', 'inexperienced mother', 'clandestine group', 'baby boy', 'avaricious decision', 'healthy children', 'black market']","""Crisis of Conscience"""," ""Down on Their Luck"""," ""Parenthood"""," ""Redemption""",,,,
"['superhero Bob Parr', 'Mr. Incredible', 'Superhero Protection Program', 'small-time crime undercover', 'emotionally unsatisfied insurance', 'Samuel L. Jackson', 'Craig T. Nelson', 'impenetrable force fields', 'highly classified assignment', 'incredible speeds', 'Incredible family', 'fellow former superhero', 'watchful eye', 'Brad Bird', 'suburban life', 'jilted former fan', 'claims adjuster', 'superhero-related lawsuits', 'notable exceptions', 'uncanny ability', 'welcome addition', 'corporate world', 'familiar territory', 'super circles', 'Holly Hunter', 'remote island']","""Heroic Mission"""," ""Parenthood""",,,,,,
"['Welles', 'Orson Welles', 'singularly troubled movie', 'time Welles', 'noble Moor undone', 'occasionally scratchy recordings', 'fine stage rendition', 'rich baritone wrap', 'successful screen career', 'film', 'William Shakespeare', 'striking example', 'low-budget movie', 'Othello', 'screen adaptation', 'little money', 'Shakespeare play']","""Dangerous Friends""",,,,,,,
"['Pink Panther', 'Pink Panther Strikes', 'Inspector Dreyfuss', 'superior Inspector Dreyfuss', 'Sir Charles Litton', 'director Blake Edwards', 'star Peter Sellers', 'Swiss resort town', 'Herbert Lom', 'homicidal maniac', 'David Niven', 'Christopher Plummer', 'wife Claudine', 'Catherine Schell', 'Henry Mancini', 'initial release', 'animated opening', 'theme music', 'Clouseau']","""Bumbling Cops""",,,,,,,
"['filmmaker Franco Zeffirelli', 'La Scala', 'La Scala staging', 'prince Urbano Barberini', 'fatally jealous Moor', 'Mexico City earthquake', 'two-hour time limit', 'opera Otello', 'Placido Domingo']","""Dangerous Friends"""," ""Star-Crossed Lovers""",,,,,,
"['Don Knotts play', 'Scotland Yard investigators', 'display likely motives', 'samurai warrior cook', 'silly send-up', 'Tim Conway', 'inept investigators', 'heiress Phyllis', 'busty maid', 'double murder', 'suspicious circumstances', 'Tricia Noble', 'assistant Tart', 'bubbly personality', 'Gothic mansion']","""Bumbling Cops"""," ""Murder Investigations""",,,,,,
"['cop Frank Drebin', 'Naked Gun', 'Lt. Frank Drebin', 'opening slapstick sequence', 'president Mikhail Gorbachev', 'wacky ZAZ boys', 'magnate Vincent Ludwig', 'mogul Irving Thalberg', 'Police Squad', 'cult favorite TV', 'David Zucker', 'Jerry Zucker', 'O.J. Simpson', 'wine-colored birthmark', 'feature-length spin-off', 'Ricardo Montalban', 'Jim Abrahams', 'hilarious sequels']","""Bumbling Cops"""," ""Unlikely Heroes""",,,,,,
"['Detective Cho Yong-koo', 'Detective Park Doo-man', 'small village south', 'wrong man', 'South Korea', 'overconfident local cop', 'San Sebasti\xc3\xa1n Film', 'York Korean Film', 'Film Festival', 'rape murders', 'Seo Tae-yoon', 'political upheaval', 'young detective', 'Kim Rwe-ha', 'actual case', 'Kim Sang-kyung', 'Bong Joon-ho', 'interrogation methods', 'serial killer', 'Mr. Vengeance', 'Kim Kwang-rim', 'local cops', 'Song Kang-ho', 'huge box-office', 'Shim Sung-bo', 'Turning Gate', 'devastating toll', 'police chief', 'Seoul']","""Murder Investigations"""," ""Serial Killers"""," ""Bumbling Cops""",,,,,
"['detective Allen Gamble', 'Detective Terry Hoitz', 'meticulous forensic accountant', 'buddy police comedy', 'sizable black mark', 'desk-jockey detective', 'Samuel L. Jackson', 'Detective Hoitz', 'Mark Wahlberg']","""Bumbling Cops"""," ""Unlikely Heroes""",,,,,,
"['Inspector Clouseau fans', 'clumsy Parisian detective', 'Pink Panther Strikes', 'Soviet spy Olga', 'ex-inspector Dreyfuss', 'Herbert Lom', 'Peter Sellers', 'hunted man', 'demon device', 'death ray', 'Leslie Ann']","""Bumbling Cops"""," ""Kidnapping"""," ""Police Corruption""",,,,,
"['Sergeant Angel', 'fellow officers', 'constable Nicholas Angel', 'relative calm', 'tranquil garden parties', 'contemporary action comedy', 'respectable track record', 'Martin Freeman co-star', 'West Country village', 'neighborhood watch meetings', 'new partner Danny', 'favorite action films', 'Edgar Wright film', 'fellow constables', 'heated gunplay', 'sleepy village', 'formidable skills', 'London cop', 'tranquil hamlet', 'impeccable record', 'Simon Pegg', 'Steve Coogan', 'uneventful existence', 'stark contrast', 'Jim Broadbent']","""Bumbling Cops"""," ""Fish Out of Water""",,,,,,
"['glib Butch Saunders', 'Norma', 'mild crime drama', 'Norma Roberts', 'local funeral parlor', 'real Norma', 'Norma Williams']","""Bumbling Cops"""," ""Cons and Scams""",,,,,,
"['Inspector Jacques Clouseau', 'Sir Charles Litton', 'Inspector Clouseau', 'Pink Panther', 'suave jewel thief', 'director Blake Edwards', 'Clouseau act', 'deluxe Alpine resort', 'posh costume ball', 'Peter Sellers', 'detective comedies', 'mishap-prone snoop', 'Claudia Cardinale', 'farcical sequels', 'David Niven', 'supporting player', 'enormous worth', 'wife Simone', 'American nephew', 'real purpose', 'Robert Wagner']","""Bumbling Cops""",,,,,,,
"['cop Axel Foley', 'insouciant Mr. Foley', 'hoods Dean Stockwell', 'street-smart Foley', 'Cop film', 'Judge Reinhold', 'violent robberies', 'Eddie Murphy', 'Brigitte Nielsen', 'officers Rosewood', 'mean-spirited chief', 'John Ashton', 'police Lutz', 'Allen Garfield']","""Fish Out of Water"""," ""Bumbling Cops""",,,,,,
"['detective Sherlock Holmes', 'wholly fictional character', 'Dr. John Watson', 'seedy provincial actor']","""Assumed Identities"""," ""Bumbling Cops""",,,,,,
"['janitor Sidney Pythias', 'Delicate Delinquent', 'Jerry Lewis', 'not-so-nice street gang', 'Martha Hyer costars', 'ex-partner Dean Martin', 'officer Mike Damon', 'idealistic social worker', 'fitfully hilarious results', 'clumsy Sidney', 'headlong plunge']","""Kids in Trouble"""," ""Bumbling Cops""",,,,,,
"['boss Robert Loggia', 'early leading role', 'Eugene Levy', 'John Candy', 'smuggling operation', 'Meg Ryan', 'low-paying jobs', 'security officers', 'stumblebum fashion']","""Bumbling Cops"""," ""Nothing Goes Right""",,,,,,
"['White House dinner', 'Lt. Frank Drebin', 'arch-villain Quentin Hapsburg', 'Leslie Nielsen returns', '1,000th drug dealer', 'energy czar Dr.', 'national energy policy', 'Albert S. Meinheimer', 'ex-girl friend Jane', 'alternative energy resources', 'President George Bush', 'public relations director']","""Bumbling Cops"""," ""Kidnapping"""," ""Unlikely Heroes""",,,,,
"['Inspector Jacques Clouseau', 'Pink Panther', 'funnyman Steve Martin', 'legendary Pink Panther', 'Chief Inspector Dreyfus', 'Bollywood beauty Aishwarya', 'awkward French detective', 'high-concept sequel', 'Peter Sellers', 'Emily Mortimer', 'priceless gem', 'Alfred Molina', 'Yuki Matsuzaki', 'Kevin Kline', 'crack team', 'Andy Garcia', 'Jean Reno', 'international experts', 'latest addition']","""Bumbling Cops"""," ""Jewel Theft"""," ""Priceless Artifacts and Prized Objects"""," ""Star Detectives""",,,,
"['mall cop returns', 'Mall Cop screenwriters', 'menacing art thieves', 'Nick Bakay reteam', 'director Andy Fickman', 'cynical casino security', 'Original Paul Blart']","""Bumbling Cops"""," ""Heroic Mission"""," ""Kidnapping""",,,,,
"['goofy cousin Vinny', 'buddy Stan', 'hick Southern town', 'equally brassy girlfriend', 'Northern college kid', 'average public defender', 'metropolitan New York', 'insistent moral encouragement', 'street-level logician', 'Mitchell Whitfield', 'Joe Pesci', 'expert motormouth', 'Marisa Tomei', 'Ralph Macchio']","""Fish Out of Water"""," ""Culture Clash"""," ""Bumbling Cops"""," ""Miscarriage of Justice""",,,,
"['apparent ethnic error', 'wife Barbara Rush', 'bandit-chief Richard Boone', 'suspense specialist Elmore', 'Paul Newman']","""Social Injustice"""," ""Hostage Situations"""," ""White People Among Indians""",,,,,
"['director William Wellman', 'well-bred Eastern girl', 'impresario Ned Buntline', 'spectacular Wild West', 'army Indian scout', 'Chief Yellow Hand', 'Shot Liberty Valance', 'Cody', 'peaceful coexistence', 'Joel McCrea', 'Colonel William', 'Technicolor version', 'larger-than-life super-showman', 'good story', 'anti-Indian politicians', 'God bless', 'sheer entertainment', 'Thomas Mitchell', 'military career', 'Buffalo Bill image', 'John Ford', 'hard facts', 'legend', 'animosity', 'slouch', 'tutelage', 'obstruction']","""Bohemian Life"""," ""Military Life"""," ""White People Among Indians"""," ""Interracial/Cross-Cultural Romance""",,,,
"['Cresta Marybelle Lee', 'Honus', 'Honus Gant', '11th Colorado Volunteers', 'Cheyenne war party', 'Fort Reunion', 'peaceful Cheyenne encampment', 'Isaac Q. Cumber', 'old men', 'Native American family', 'neophyte trooper', 'Candice Bergen', 'important cargoes', 'cavalry unit']","""White People Among Indians""",,,,,,,
"['agent Ed Bannon', 'Jack Palance', 'mano y mano']","""Race Relations"""," ""White People Among Indians""",,,,,,
"['Buster Keaton', 'Little Chief Paleface', 'unsavory oil speculators', 'hostile Indians', 'fire-resistant clothes', 'two-reel comedy', 'Indian companions', 'stake']","""White People Among Indians""",,,,,,,
"['tight-lipped Canadian Mountie', ""Sgt. Thomas O'Rourke"", ""stoic O'Rourke melts"", 'treacherous Saskatchewan terrain', 'Sioux uprising', 'Alan Ladd', 'Shelley Winters', 'Grace Markey', 'sole survivor', 'Sioux behavior', 'Raoul Walsh', 'Cree Indians', 'vigorous fashion', 'usual virile']","""Opposites Attract"""," ""White People Among Indians""",,,,,,
"['Jeremiah Johnson', 'native Crow tribe', 'Crow burial ground', 'veteran Bear Claws', 'legendary Indian killer', 'Little Big Man', 'Robert Redford', 'Kevin Costner', 'Sydney Pollack', 'frenzied moment', 'puritanical Reverend', 'Crow kill', 'Josh Albee', 'Delle Bolton', 'ex-soldier Johnson', 'mountain man', 'Spectacularly shot', 'unglamorous performance', 'final moment', 'Vietnam-era cycle', 'rugged environment', 'Flathead chief', 'long-running vendetta', 'U.S. cavalry', 'mountain home', 'white settlers', 'critical westerns', 'white colonialism', 'original ideals', 'Robert Altman']","""Lone Wolves"""," ""Survival in the Wilderness"""," ""White People Among Indians"""," ""Out For Revenge""",,,,
"['Jack Beutel', 'white marshal Jack', 'Mala Powers', 'eponymous Rose', 'Cherokee Indians', 'white girl', 'Native American', 'Jane Russell', 'Indian parents', 'Natural Color']","""Race Relations"""," ""White People Among Indians""",,,,,,
"['John Wayne', 'John Wayne vehicle', 'Michael Curtiz', 'deceptively complex movie', 'John Wayne movie', 'Director Michael Curtiz', 'best character development', 'major studio release', 'upbeat buddy movies', 'two-fisted Texas Ranger', 'testosterone level shoots', 'pretty good way', 'sexiest leading ladies', 'Paul Regret', 'Aissa Wayne', 'daughter Pilar', 'Ina Balin', 'John Ford', 'Butch Cassidy', 'Comancheros', 'repentant gun-runner', 'violent action', 'Nehemiah Persoff', 'itinerant gambler', 'secret hideout', 'Sundance Kid', 'white renegades', 'vicious half-breed']","""Cons and Scams"""," ""Sheriffs and Outlaws"""," ""White People Among Indians""",,,,,
"['Big Trail', 'Twenty-three-year-old John Wayne', 'villain Red Flack', 'huge California-bound wagon', 'difficult leading role', 'heroine Ruth Cameron', 'Tyrone Power Sr.', 'expensive production methods', 'totally different casts', 'original widescreen version', 'talkie era', 'box-office disappointment', 'ceaselessly plot', 'henchman Lopez', 'steep cliffs', 'imaginable hazard', 'uncharted forests', 'treacherous rivers', 'young mountaineer', 'Marguerite Churchill', 'tentative romance', 'natural obstacles', 'duplicitous gambler', 'fellow pioneers', 'Fox Grandeur', 'desert heat', 'time-consuming shooting', 'financial gain', 'big hit', 'Charlie Stevens']","""Out For Revenge"""," ""Taming the West"""," ""White People Among Indians""",,,,,
"['sorely test Pacer', 'brutal Kiowa raids', 'Dolores Del Rio', 'Pacer Burton', 'Elvis Presley', 'post-Army films', 'Clair Huffaker', 'Don Siegel', 'Flaming Star', 'John McIntyre', 'white settlers', 'subsequent reprisals', 'loved ones', 'half-breed youth', 'old West', 'moral support']","""Culture Clash"""," ""Race Relations"""," ""White People Among Indians""",,,,,
"['Old Lodge Skins', 'White orphan Crabb', '121-year-old Jack Crabb', '20th-century historian listens', 'George A. Custer', 'paternal mentor Old', 'Human Beings', 'white man', 'Little Big Man', 'Chief Dan George', 'Little Big Horn']","""White People Among Indians"""," ""Culture Clash"""," ""Social Injustice""",,,,,
"['garrulous Frenchman Steven', 'uncle Arthur Hunnicutt', 'Big Sky', 'Director Howard Hawks', 'Missouri River way', 'Sioux princess Elizabeth', 'Kirk Douglas', 'embarrassed Douglas', 'various Indian tribes', 'Kentucky frontiersmen', 'A.B. Guthrie', 'keelboat trip', 'off-screen relationship', 'gangrenous finger', 'sidesplitting scene', 'RKO Radio', 'Dewey Martin', 'popular novel', 'Winchester Pictures', 'Adventure atmosphere', 'comic sequences', 'TV print']","""White People Among Indians""",,,,,,,
"['Fort William Henry', 'Hawkeye', 'Major Duncan Heyward', 'James Fenimore Cooper', 'exciting film adaptation', 'commander Colonel Munro', 'demonic Huron Indian', 'Indian friend Chingachgook', 'brutal Hurons']","""White People Among Indians""",,,,,,,
"['cheerfully lethal femme', 'Linda Fiorentino', 'Director John Dahl', 'Academy Award nomination', 'Bridget Gregory']","""Femmes Fatales"""," ""Dangerous Attraction"""," ""Assumed Identities"""," ""Treacherous Spouses"""," ""Cons and Scams""",,,
"['Nicole Kidman', 'restaurant manager Larry', 'New Hampshire', 'local public access', 'high school', 'high school students', 'Gus Van Sant', 'Screenwriter Buck Henry', 'high school teacher', 'Golden Globe award', 'Suzanne Stone', 'TV anchorwoman', 'Alison Folland', 'Casey Affleck', 'female broadcasters', 'Illeana Douglas', 'Matt Dillon', 'key word', 'Little Hope', 'Joaquin Phoenix', 'weather report', 'Teens Speak', 'dirty work', 'small role', 'critical disaster', 'Jimmy', 'life', 'imagines', 'Cowgirls', 'comeback']","""Femmes Fatales"""," ""Teachers and Students"""," ""Dangerous Attraction"""," ""Treacherous Spouses""",,,,
"['sheltered Joan Fontaine', ""ne'er-do-well Cary Grant"", 'disreputable business scheme', 'novelist Francis Iles', 'partner Nigel Bruce']","""Treacherous Spouses"""," ""Woman In Jeopardy""",,,,,,
"['upscale resort hotel', 'van der Boom', 'Aussie film industry', 'Carla', 'low-level mobster', 'noir-influenced thriller', 'torrid affair', 'Nash Edgerton', 'Joel Edgerton', 'construction worker', 'Lucy Bell', 'David Roberts', 'large bundle']","""Dangerous Attraction"""," ""Femmes Fatales"""," ""Infidelity"""," ""Treacherous Spouses""",,,,
"['Ms. Tierney', 'Gene Tierney', 'novelist Cornel Wilde', 'friend Jeanne Crain', 'Ben Ames Williams', 'attorney Vincent Price']","""Femmes Fatales"""," ""Miscarriage of Justice"""," ""Treacherous Spouses""",,,,,
"['director Derek Jarman', 'extremely ambitious variation', 'lush historical settings', 'Christopher Marlowe', '16th-century play', 'lovely rendition', 'bare walls', 'Annie Lennox', 'great deal', 'dirt floors', 'smart suits']","""Crowned Heads"""," ""Treacherous Spouses""",,,,,,
"['James M. Cain', 'nasty innkeeper Bragana', 'handsome wanderer attempts', 'later neorealist classics', 'lurid subject matter', 'post-war social statements', 'Luchino Visconti', 'Italian neorealism', 'steamy novel', 'Rings Twice', 'Clara Calamai', 'Lana Turner', 'Jessica Lange', 'Vittorio De Sica', 'John Garfield', 'Jack Nicholson', 'Roberto Rossellini', 'melodramatic story', 'Massimo Girotti', 'predictable results', 'provincial inn', 'relentless focus', 'Bicycle Thieves', 'realist style', 'defining characteristics', 'insurance money', 'Open City', 'natural light', 'outdoor shooting', 'Gino']","""Infidelity"""," ""Treacherous Spouses""",,,,,,
"['potheads Cheech Marin', 'Tommy Chong', 'incredibly low-budget movie', 'extraordinarily out-of-it female', 'lesser follow-up films', 'various metal bits', 'local law enforcement', 'drug-addled duo', 'narrowly escapes', 'quality weed', 'road trip', 'respective deportations', 'complete inability', 'unique car', 'numerous occasions', 'musical performance']","""Bumbling Cops"""," ""Drug Trade"""," ""Unlikely Criminals""",,,,,
"['John Ridley screenplay', 'Stray Dogs', 'unhappily married couple', 'Las Vegas collection', 'trailer trash teen', 'Stray Dog', 'Toshiro Mifune', 'abusive boyfriend', 'Akira Kurosawa', 'Nick Nolte', 'Oliver Stone', 'town escalate', 'Sean Penn', 'Claire Danes', 'Jennifer Lopez', 'Joaquin Phoenix', 'femme-fatale wife', 'small town', 'detective classic']","""Nothing Goes Right"""," ""Femmes Fatales"""," ""Small-Town Life"""," ""Treacherous Spouses""",,,,
"['director Gerard Pires', 'Taxi driver Daniel', 'director Gerard Krawczyk', 'German bank robbers', 'famed racecar drivers', 'Marseilles streets', 'Samy Naceri', 'Luc Besson', 'traffic offense', 'Daniel chauffeurs', 'Frederic Diefenthal', 'arresting-officer Emilien', 'start date', 'time period']","""Bumbling Cops"""," ""Bank Robbery""",,,,,,
"['photographed stage play', 'fatally jealous Moor', 'National Theatre Production', 'Laurence Olivier', 'finest Shakespearean performances', 'unflattering stereotype', 'Joyce Redman', 'Frank Finlay', 'John Dexter']","""Dangerous Friends""",,,,,,,
"['adult-oriented comedy drama', 'sophisticate Radley Metzger', 'happily married couple', 'comfortable European estate', 'edited version Metzger', 'attractive young couple', 'successful off-Broadway play', 'brief hardcore scenes', 'extramarital conquests', 'Clare Wilbur', 'musical beds', 'Sylvester Stallone', 'Calvin Culver', 'Gerald Grant', 'Lynn Lowry', 'relationship interesting', 'standing contest', 'different plans', 'Carl Parker']","""Infidelity""",,,,,,,
"['Eve stars Viola', 'drama Lila', 'Jennifer Lopez', 'respective children', 'Charles Stone', 'mothers']","""Death of a Child"""," ""Families in Crisis"""," ""Intersecting Lives"""," ""Mothers and Daughters"""," ""Mothers and Sons"""," ""Parenthood"""," ""Redemption""",
"['star-studded ensemble comedy', 'latest holiday-centric movie', 'overstressed mother', 'Jennifer Aniston', 'Britt Robertson', 'bickering parents', 'Garry Marshall', 'Julia Roberts', 'Kate Hudson', 'biological mom', 'Jason Sudeikis', 'young woman']","""Family Gatherings"""," ""Intersecting Lives"""," ""Mothers and Daughters"""," ""Mothers and Sons"""," ""Parenthood""",,,
"['Sean Connery', 'Catherine Zeta-Jones', 'lovely Catherine Zeta-Jones', 'crime thriller Entrapment', 'art thief', 'priceless Rembrandt painting', 'master art thief', 'fellow art thief', 'New York skyscraper', 'insurance investigator Virginia', 'rare Chinese mask', 'major multinational banking', 'professional relationship pave', 'shakedown robbery', 'long career', 'Ving Rhames', 'good guys', 'best way', 'Kuala Lumpur', 'Maury Chaykin']","""Perfect Crime"""," ""Art Theft"""," ""Bank Robbery"""," ""Cons and Scams"""," ""One Last Heist""",,,
"['private detective Nick', 'good stiff drink', 'local house painter', 'wife Nora', 'recalcitrant hammock', 'Myrna Loy', 'Poor Nick', 'Gloria DeHaven', 'Lucile Watson', 'Sycamore Springs', 'high production', 'story values', 'Lloyd Corrigan', 'William Powell', 'refreshing change', 'Edward Brophy', 'surprise killers', 'Harry Davenport', 'international intrigue', 'Ann Revere', 'home town', 'Leon Ames', 'Home features', 'Crazy Mary']","""Art Theft"""," ""Unlikely Criminals"""," ""Bumbling Cops""",,,,,
"['peddler Felix Guignol', 'Sam endangers Anna', 'star Pier Angeli', 'Sam Conride', 'Anna Vasarri', 'unexpected jolt', 'Stewart Granger', 'religiosity forces', 'Light Touch', 'art thief', 'illicit activities', 'George Sanders', 'nimble-fingered technique', 'solo theft', 'young painter']","""Art Theft"""," ""Perfect Crime""",,,,,,
"['syndicated TV anthology', 'Ian McShane stars', 'Jockey Club investigator', 'author Dick Francis', 'Channel pay-cable service', '2-hour entry', 'Mystery Wheel', 'finer wine', 'old friend', 'David Cleveland', 'fine art', 'Frame']","""Art Theft"""," ""Star Detectives""",,,,,,
"['Eurasian showgirl Nicole', 'burglar Harry Dean', 'ideal scheme spirals', 'Roger C. Carmel', 'priceless statue', 'Shirley MacLaine', 'reality clash', 'likable rogue', 'richest man', 'Michael Caine', 'humorous tale']","""Art Theft""",,,,,,,
"['brother Lionel Barrymore', 'John Barrymore', 'Karen Morely co-stars', 'cleverly cast drama']","""Unlikely Criminals"""," ""Art Theft""",,,,,,
"['treasured Goya painting', 'Oscar-winning Slumdog Millionaire', 'art auctioneer Simon', 'crime boss Franck', 'screenwriter John Hodge', 'director Danny Boyle', 'writer/director Joe Ahearne', 'alluring hypnotherapist', 'brazen heist', 'fierce accomplice', 'kinetic thriller', 'made-for-television feature', 'hypnotherapist Elizabeth', 'James McAvoy', 'damaged memory', 'Vincent Cassel', 'vicious blow', 'deeper Elizabeth', 'Rosario Dawson', 'brain damage']","""Amnesia"""," ""Art Theft"""," ""Crime Gone Awry""",,,,,
"['Cameron Diaz headline', 'impossibly wealthy widower', 'Colin Firth', 'Ethan Coen', 'uncanny resemblance', 'pretty accomplice', 'crime caper', 'priceless statue', 'Michael Hoffman', 'affluent target', 'Alan Rickman', 'beautiful woman', 'late wife']","""Art Theft"""," ""Cons and Scams""",,,,,,
"['American Archer Sloan', 'rare religious icon', 'underworld bad guys', 'producer Roman Polanski', 'Frank Whaley', 'icon lands', 'Moscow police', 'American film', 'Soviet Union', 'Glasnost-era film']","""Americans Abroad"""," ""Art Theft"""," ""Criminal's Revenge""",,,,,
"['reporter George Melville', 'Belaire key information', 'producer Blackton Gregory', 'Joel McCrea', 'jewel robberies', 'play Gregory', 'accurate predictions', 'Reginald Owen', 'mysterious adventure', 'master thief', 'art gallery']","""Art Theft"""," ""Assumed Identities"""," ""Cons and Scams"""," ""Jewel Theft""",,,,
"['George Clooney adapts', 'Robert M. Edsel', 'Greatest Treasure Hunt', 'incredible true story', 'biggest art collections', 'Franklin D. Roosevelt', 'art historians', 'Nazi Thieves', 'museum curators', 'greatest works', 'Cate Blanchett', 'enemy lines', 'Jean Dujardin', 'Monuments Men', 'World War', 'Allied Heroes', 'Adolf Hitler', 'ragtag squadron', 'art experts', 'rightful owners', 'explicit orders', 'German army', 'Matt Damon', 'John Goodman', 'warfare tactics', 'task force', 'little knowledge', 'modern weapons']","""Art Theft""",,,,,,,
"['straight-to-video heist comedy', 'Stark Raving Mad', 'Seann William Scott', 'John B. Crye', 'Lou Diamond Phillips', 'crime lord Gregory', 'pesky FBI agents', 'cranky club owner', 'Drew Daywalt', 'Ben McGewen', 'Suzy Nakamura', 'bank vault', 'David Schneider', 'Timm Sharp', 'major debts', 'Patrick Breen', 'Kavan Smith', 'valuable statue', 'Alan Arkin', 'big rave', 'loud music', 'party atmosphere', 'Don Partridge', 'Dave Foley']","""Art Theft"""," ""Perfect Crime"""," ""Unlikely Criminals""",,,,,
"['Isabella Stewart Gardner', 'Stewart Gardner museum', 'collector Isabella Stewart', 'filmmaker Rebecca Dreyfus']","""Art Theft""",,,,,,,
"['Co-star Denis Leary', 'York Jewish background', 'crime boss Beano', 'master art thief', 'Roz', 'New England town', 'small-time hood', 'romantic comedy-drama', ""Frank O'Brien"", 'Sandra Bullock', 'Evan Marsh', 'upper-class bachelor', 'Stephen Dillane', 'sophisticated neighbor', 'Frank fumes', 'getaway weekend', ""Detective O'Malley"", 'Wayne Robson', 'four-million-dollar Matisse', 'Sunday evening', 'painting Frank', 'huge home', 'rich rival', 'horseback riding', 'Yaphet Kotto']","""One Last Heist"""," ""Art Theft"""," ""Class Differences""",,,,,
"['impulsive loser Les', 'Seattle art museum', 'listenable trumpet-piano jazz', 'Ellington orchestra veteran', 'friend artist Plastic', 'Seattle Film Festival', 'Les kicks', 'Paul Kostick', 'comedic commentary', 'paranoid notions', 'wife Ray', 'Vermeer painting', 'art world', 'Susan Tate', 'Pablo Mayor', 'terrorist group']","""Art Theft""",,,,,,,
"[""Richard O'Barry"", 'television series Flipper', 'animal rights activist', 'carefully guarded harbor', 'director Louie Psihoyos', 'beautiful underwater footage', 'Sundance Film Festival', 'hunting dolphins', 'lucrative career', 'animal trainer', 'activist filmmakers', 'special commands', 'shocking images', 'aquatic mammals', 'local economy', 'world premiere', 'Japanese coast', 'marine ecology']","""Scandals and Cover-Ups"""," ""Obsessive Quests"""," ""Redemption""",,,,,
"['Constance Chatterley', 'Sir Clifford Chatterley', 'Lady Chatterley', 'wealthy British nobleman', 'Constance blooms', 'World War I.', 'Parkin']","""Infidelity"""," ""Scandals and Cover-Ups""",,,,,,
"['widower Morten Borgen', 'Carl Theodor Dreyer', 'legendary Danish filmmaker', 'Mikkel Borgen', 'internalized personal faith', 'Anders Borgen', 'Johannes Borgen', 'super-pious Danish town', 'Emil Hass Christensen', 'constant heretical doubt']","""Fathers and Sons"""," ""Religious Zealotry""",,,,,,
"['disturbingly hilarious death', 'somewhat unhinged psychiatrist', 'memorably disturbing finale', 'English Earl', 'thirteenth Earl', 'cutting satire', 'auto-erotic asphyxiation', ""Peter O'Toole"", 'irreverent tone', 'Messiah complex', 'Peter Barnes', 'bizarre attempt', 'British society', 'devilish invention', 'unexpected outbursts', 'scheming uncle', 'idiosyncratic touches', 'William Mervyn', 'Jesus Christ', 'son Jack', 'eccentric camera', 'Sir Charles', 'complex scheme']","""Assumed Identities"""," ""Culture Clash"""," ""Fighting the System"""," ""Religious Zealotry""",,,,
"['acclaimed filmmaker Alejandro', 'intellectual alchemist master', 'Max Minghella', 'Rachel Weisz', 'century slave', 'historical epic']","""Political Unrest"""," ""Religious Zealotry"""," ""Unrequited Love""",,,,,
"['stern family patriarch', 'Civil War era', 'contacts President Lincoln', 'heart-tugging piece', 'Clarence Brown', 'Walter Huston', 'Beulah Bondi', 'iron-fisted vow', 'James Stewart', 'medical school', 'young man', 'father']","""Fathers and Sons"""," ""Mothers and Sons"""," ""Religious Zealotry""",,,,,
"['Writer/director Siddiq Barmak', 'local street kid', 'Mohamad Aref Harat', 'Taliban rule', 'young girl', 'Cannes Film Festival', 'widowed mother', 'Zobeydeh Sahar', 'film debut', 'honorable mention', 'all-Afghan feature', 'Osama', 'Marina Golbahari', 'demonstration']","""Social Injustice"""," ""Religious Zealotry"""," ""Assumed Identities"""," ""Totalitarian States""",,,,
"['inconstant wife', 'Morgan Fairchild', 'Willie Nelson', 'hallowed life', 'wild Montana', 'Good Word', 'preacher', 'vengeance', 'pistol']","""Crisis of Conscience"""," ""Infidelity"""," ""Out For Revenge"""," ""Religious Zealotry""",,,,
